Artist,Tags
Local Natives,"indie, indie rock, seen live, folk, indie pop, freak folk, american, indie folk, rock, alternative, pop, California, los angeles, USA, male vocalists, folk rock, psychedelic folk, experimental, alternative rock, psychedelic, harmonies, United States, electronic, LA, music I wanna hug but can not hug because it is music and you can not hug sounds"
Khalid,"rnb, pop, soul, alternative, alternative rnb, seen live, american, Khalid, USA, Hip-Hop, electronic, male vocalists, texas, 2010s, el paso, electropop, indie, chill, folk, dance-pop, chamber pop, latin, 3, synthpop, alternative pop, want to see live, Neo-Soul, chillwave, 10s, soul pop, United States, All, lollapalooza, contemporary rnb, pop soul, African-American, Chill pop, Pop RnB, over 1 million listeners, ten million plays, normani, MIXED-rnb, industry plant, lidarr, rare sad boy, wastes his talent"
Charlotte Cardin,"singer-songwriter, pop, Canadian, seen live, canada, jazz, female vocalists, electronica, french, vocal, indie pop, electro, easy listening, singer songwriter, alternative pop, francophone, Neo-Soul, the voice, jazz pop, Female jazz vocalists, spotify, 6 stars, la voix, rutracker, team maro, upcoming album 2023"
The Aquadolls,"Lo-Fi, indie pop, garage pop, indie, surf rock, female vocalists, Surf, female vocalist, seen live, punk, alternative, experimental, indie rock, twee, USA, psychedelic, american, Psychedelic Rock, garage, alternative pop, under 2000 listeners, surf punk, sunset, female fronted, indie surf, spotify, indie punk, nul, Garage Surf, Estados Unidos, FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS, psychedelic surf punk, burgerrecords, upcoming album 2023"
Josie Dunne,"pop, soul, folk, indie pop, singer-songwriter, american"
SuperYou,
Miya Folick,"singer-songwriter, indie pop, indie, pop, seen live, female vocalists, USA, folk, alternative, indie rock, american, 2010s, electronic, Grunge, alternative rock, acoustic, indietronica, Dreamy, nordic, folk rock, California, indie folk, female vocalist, queer, folk pop, los angeles, 10s, egofm, United States, female guitarists, Grunge Folk, 2020s, accidental knot, sxsw 2016, 4-25, upcoming album 2025"
Dream Wife,"rock, dream pop, punk, seen live, indie rock, indie, british, pop, female vocalists, UK, punk rock, riot grrrl, female, alternative, england, iceland, 10s, alternative rock, indie pop, Lo-Fi, post-punk, london, pop punk, Garage Rock, icelandic, 4, english, girl power, girl group, United Kingdom, All, Bandcamp, dream rock, spotify, indie punk, female guitarists, 7 stars, cringe, all female, icelandic pop, dream punk, icelandic experimental, seen live x1, All female rock band, cringe-core,  2010s,  trio, post-punk lite, sxsw 2017, kentsimbtemp, MusicLibrary, 20210213-J-Musiclist"
Greg Mendez,"indie, indie rock, USA, indie folk"
Spillage Village,"rap, Hip-Hop, hip hop, Conscious Hip Hop, soul, rnb, jazz rap, american, atlanta, alternative, alternative hip-hop, Neo-Soul, trap, georgia, deep funk, contemporary rnb, Political Hip Hop, southern hip-hop, alternative rnb, Southern Hip Hop"
Editors,"seen live, indie, indie rock, british, alternative, rock, post-punk, alternative rock, britpop, Post-punk revival, new wave, editors, UK, 00s, Post punk, electronic, indie pop, england, birmingham, english, male vocalists, dark, melancholy, brit rock, Britrock, pop, Indie-Rock"
The Violet Nines,
Brotherkenzie,"indie, folk, Minnesota, singer-songwriter, USA, Lo-Fi, lofi"
Jacob Slade,"acoustic, indie pop, singer-songwriter, USA, diy, Midwest, milwaukee, wisconsin, WI"
Generationals,"indie, indie pop, indie rock, jangle pop, New Orleans, seen live, pop, american, rock, alternative, electronic, Barock94 selection, happy, Lo-Fi, new wave, synth pop, louisiana, experimental, USA, shoegaze, synthpop, fun, male vocalists, surf rock, SXSW, All, BIRP, generationals, electropop, soul, alternative rock, folk, Surf, ambient, twee, post-rock, dance, pop rock, americana, chamber pop, post-punk, psychedelic pop, indietronica, Post punk, synth, dream pop, funky, Like, post rock, doo-wop, 00s, Pop-Rock, listen to, want to see live, checkout, lo fi, vintage, LA, infectious, geotagged, SXSW 2013, geohash:9vrfqz786zt7, Avant-Pop, psychadelic, smooth pop, surf pop, hipster, kexp, post-new wave, New Bands, post-wave, q, done, hipster garbage, relevant magazine, seen live 2013, Post Wave, indiepop - us, North American, so catchy, psycho-pop, New Orleans LA, Park The Van Records, opolis, Jump N Shake, doublelucky, mmm - music, pleased to meet you, Keep the Fate, location:us:la:new orleans, seen live:2 times, shitload, nobody could change your mind, tagme, lidarr"
Big Wild,"electronic, Hip-Hop, glitch-hop, instrumental hip-hop, hip hop, ambient, USA, american, glitch hop, abstract hip-hop, All, indie, pop, rock, alternative, indie pop, downtempo, indietronica, glitch, instrumental hip hop, dj, DIsco House, chillwave, 10s, United States, nu-disco, glo-fi"
JID,"rap, Hip-Hop, hip hop, seen live, trap, Conscious Hip Hop, jazz rap, american, rnb, atlanta, Jid, conscious hip-hop, pop rap, boom bap, southern hip-hop, dreamville, soul, hot, underground hip hop, hardcore hip-hop, georgia, southern rap, United States, goat, hardcore hip hop, Conscious Rap, trap rap, Southern Hip Hop, over 1 million listeners, j cole, ten million plays, real rap none of this mumble shit haha XD, newjeans"
Offset,"trap, Hip-Hop, rap, hip hop, ambient, techno, Acid, hardcore techno, not ska, not rap, migos, not trap, ska, russian, american, seen live, reggae, USA, traditional ska, atlanta, offset, cardi b, punk, alternative rock, hard rock, ska punk, singapore, dancehall, modern rock, ska-punk, pop rap, georgia, Ska-Core, trap music, cloud rap, Conscious Hip Hop, bando, trap rap, Southern Hip Hop, takeoff, revival ska, Quality Control, atl hip hop, travis scott, lawrenceville, mumble rap, quavo, Travis Scott "
British India,"australian, indie, seen live, indie rock, Garage Rock, rock, melbourne, Aussie, punk, alternative, alternative rock, 00s, Love, amazing, australia, check out, seen live x2, aussie undiscovered, triple j, Babes, british india, australian band, aus indie, emo, memories, angry, punk rock, oz, home, lyrical, underground, wow, 2012, 2000s, 2010s, the kooks, Faves, saw live, All, man beating a goat, Australian Rock, coolest, dashboard confessional, seen live more than once, met in person, au, bands ive seen, seen live x3, seen live X4, seen live x5, vic, soundtrack to my life, seen live many times, Australian Bands, seen em live, boring shitty music, Ida maria, Melbourne Bands, Fancy with a passion, Triple M, BUST OUT, JumpAroundGuy, Tantalised me in real time, garage-indie, the getaway plan, tie my hands, splendour in the grass 2010, meredith 2005, adelaide artists, New  Music, way indie, own every album, macho-indie"
illuminati hotties,"indie rock, power pop, seen live, indie pop, indie, Lo-Fi, los angeles, noise rock, female vocalists, american, punk rock, art punk, bubblegrunge, punk, USA, noise pop, pop punk, California, post-hardcore, 2010s, indie punk, alternative rock, emo, pop rock, post-punk, dream pop, Alt-country, slowcore, post-grunge, dance-punk, surf punk, riot grrl, Californian, indie roc, Grunge Pop, 2020s, 3-5, klo-fi, Sarah tudzin, tender punk, Tenderpunk"
Julien Baker,"seen live, indie, singer-songwriter, folk, indie folk, female vocalists, acoustic, indie rock, alternative rock, slowcore, emo, american, alternative, indie pop, memphis, ambient, USA, sadcore, contemporary folk, queer, Tennessee, rock, female vocalist, 2010s, United States, pop, sad, dream pop, lgbt, 2020s, Boygenius, female, pop rock, dark, female songwriter, melancholy, folk rock, folk pop, Alternative Folk, singer-songwriters, Singer/Songwriter, female artists, 4, english, live gesehen, matador, 10s, female singer-songwriter, Midwest, ambient folk, neo-folk, Acoustic Folk, awesome vocals, art pop, female guitarists, inide, seen live 2x, seen live 3x, alternative singer-songwriter, North American, girlz, Estados Unidos, us american, 3 times, Nyasha, 1117, Conterporary folk, sxsw 2016, julien baker, all points east 2019, kentsimbtemp2, yandex music"
The Silent Years,"indie, seen live, Michigan, detroit, alternative, daytrotter, indie pop, indie rock, folk, asciiecho, alternative rock, shoegaze, dream pop, Mellow, perfect, saw live, to check out, geohash:dpsby4py5yfe, Favourite bands, BIRP, live in 07, chillaxing, awesome band, saw these dudes, live in 2007, rfh2001"
Buddy,"Hip-Hop, rap, german, indie, Schlager, seen live, los angeles, Musical theatre, singer-songwriter, party, hip hop, indie rock, sxsw 2007, buddy, Mama Mallorca, indie pop, Love, urban, beautiful, american, deutsch, California, male vocalists, underrated, polka, portland, saufen, trap, compton, oregon, sxsw 2009, sxsw 2011, sxsw 2012, geohash:c20fbq9tpx02, geohash:9q5ctnsgxk11, SXSW2007, mallorca, malle, Bier, the neptunes, hotel cafe, portland OR, Most Underrated Artists, stimmung, dr small jukebox, Palmen, Gasevin, favees, mallorca hit, wimpycore, ilg, fandom: greysanatomy, tagme, novus artifex, mixed-party-ballermann"
Kings of Convenience,"indie, acoustic, norwegian, indie pop, Mellow, seen live, folk, alternative, indie rock, singer-songwriter, pop, chillout, scandinavian, indie folk, Norway, Kings of Convenience, rock, chill, easy listening, electronic, male vocalists, downtempo, relax, 00s, beautiful, ambient, soft, bergen, relaxing, Bossa Nova, twee, Lo-Fi, melancholy, folk pop, jazz, nordic, alternative rock, lounge, electronica, favorites, calm, new acoustic movement, norsk, guitar"
Phoebe Bridgers,"seen live, singer-songwriter, folk, indie folk, indie, indie rock, female vocalists, american, acoustic, indie pop, alternative, USA, California, chamber folk, folk rock, pop, sad, los angeles, rock, dream pop, female vocalist, 2010s, United States, 2020s, Alt-country, queer, Christmas Music, Boygenius, Phoebe Bridgers, female, emo, pop rock, chamber pop, seenlive, Mellow, gay, singer-songwriters, 10s, us, la indie, hip hop, alternative rock, sexy, downtempo, power pop, solo, cute, sadcore, contemporary folk, baroque pop, quirky, death, Searching, Reflective, late night, 3, introspective, melancholy, gentle, Rainy Day, intense, earnest, Bittersweet, introspection, reflection, eerie, somber, slowcore, intimate, check out later, High School, psychedelic folk, Alternative Folk, alternative pop, female artists, yearning, cali, home, dreampop, drinking, heartbreak, love at first listen, 5 Stars, poignant, check out, sunday afternoon, heartache, loneliness, autumnal, overrated, pain, funeral, youth, breakup, horny, autumn, meh, bitter, despair, Protest"
Kodaline,"indie rock, alternative, irish, indie, seen live, acoustic, rock, Mellow, alternative rock, ireland, indie pop, male vocalists, pop, folk, pop rock, indie folk, dublin, 10s, All, Kodaline, british, southside 2013, 3FMcore"
The Wild Reeds,"folk, rock, indie rock, female vocalists, USA, indie, american, folk rock, indie folk, 10s, girl group, wild reeds, The Wild Reeds, pickathon 2016, sxsw 2016"
S.G. Goodman,"folk, indie, country, female vocalists, USA, americana, Alt-country, indie folk, singer songwriter, alternative country, kentucky roots"
Glass Animals,"electronic, seen live, trip-hop, indie, british, dubstep, indie pop, indie rock, alternative, psychedelic pop, downtempo, trip hop, indietronica, psychedelic, down-tempo, art pop, pop, electronica, alternative rnb, experimental, UK, england, male vocalists, alternative pop, post-dubstep, chill, indie electronic, english, oxford, chillwave, electronic rock, All, dream pop, rnb, Psychedelic Rock, 10s, Neo-Psychedelia, United Kingdom, alt-pop, prog-rnb, electropop, soul, alternative rock, dub, pop rock, australian, synth pop, idm, Dreamy, seenlive, r&b, art rock, party, unique, synthpop, check out later, fip, future, New band of the day, want to see live, to listen, nostalgia, trap, animals, indie electro, british i like, radio paradise, radioparadise, pink, egofm, poprock, wonky, white, fruit, materials, Gemini, 20s, 2014, geohash:gcpn7mhhgtsd, future garage, seen-live, alternative electronic, alt pop, tip hop, experimental indie, british pop, dreamwave, pirate metal, Psychedelica, experimental electronic, schlau machen, listen later, experimental classical, davey, From: UK, minimal pop, hypnagogic, Oxfordshire, mesmeric, oxford indie"
Jess Cornelius,"indie rock, indie, rock, alternative rock, indie pop, female vocalists, singer-songwriter, USA, pop rock, folk rock, indie folk, folk pop"
Lucy Rose,"folk, female vocalists, indie, indie folk, british, seen live, singer-songwriter, British Independence, indie pop, acoustic, england, alternative, pop, UK, female vocalist, english, folk rock, bueno, British Girls, new wave of british folk, folk pop, 10s, lucy rose, contemporary folk, soft rock, london, Mellow, 2010s, United Kingdom, camberley, All, do you really want crescentfresh tunes"
Bacchae,"punk, post-punk, punk rock, punk pop, synth punk, rock, alternative rock, indie rock, female vocalists, USA, pop punk, female vocal, DC, washington dc, post riot grrrl, 3-5, yandex music"
Avid Dancer,"indie pop, indie rock, indie, singer-songwriter, USA, solo, folk-rock, folk rock, indie folk, sxsw 2015, modern folk, avid dancer"
Dizzy,"indie pop, finnish, alternative, dream pop, pop, seen live, Canadian, rock, rap, female vocalists, canada, hip hop, swedish, Pop-Rock, heavy metal, melodic heavy metal, Hip-Hop, electronic, indie, jazz, folk, indie rock, oldschool, synth, female vocalist, 4, J-rock, concerts i have been to, wtf, underground hip hop, melodic metal, lol, visual kei, demoscene, tracker, Swedish Metal, deleted, protracker, bedroom pop, swedish rap, modules, dizzy, drill, Swedish Heavy Metal, lappeenranta, swedish melodic metal, FWOSHM, Dizzy2Damned, SIC LUNATIC FAMILY, indie poptimism, black writs records, sankura"
Hinds,"seen live, Lo-Fi, indie rock, indie, Garage Rock, spain, spanish, indie pop, female vocalists, Madrid, rock, shoegaze, twee pop, power pop, garage rock revival, garage, 2010s, female fronted, garage pop, female, pop, alternative rock, pop rock, jangle pop, 3, dream pop, punk rock, pop punk, alternative pop, spanish indie pop, quartet, Garage Punk, to listen, 10s, All, punk pop, rock'n'roll, Post-punk revival, slacker rock, Garage-Rock, Artists I have seen Live, Lo-Fi Indie, Crema, bbb, molando, los he visionado en directo, Riot Girrls, minga liringa, Madriles, La banda antes conocida como Deers, Garaje Salvaje, fkadeers,  indie pop,  spanish, Comunidad de Madrid, burgerrecords, ma vie de roadie"
