Artist,Similar Artists
The Wombats,"Love Fame Tragedy, Circa Waves, Sea Girls, Catfish and The Bottlemen, The Pigeon Detectives"
Snow Patrol,"Travis, Keane, Athlete, Stereophonics, Editors"
Tim Vantol,"Northcote, John Allen, Sam Russo, Chris Wollard & The Ship Thieves, Jared Hart"
Amber Mark,"Mahalia, Nao, Victoria Monét, Joyce Wrice, VanJess"
Tali & The Arms,"The Vovos, Dog door, Zoë Fromer, Dr Sure's Unusual Practice, Hot Brother"
Ms. Lauryn Hill,"Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras, Erykah Badu, Lucy Pearl, Solange, The Carters"
The Proclaimers,"Runrig, Deacon Blue, Billy Bragg, Del Amitri, The Beautiful South"
Ceremony,"Trapped Under Ice, Angel Du$t, Have Heart, Blacklisted, Weekend Nachos"
Pale Waves,"Fickle Friends, Stand Atlantic, Yours Truly, The Aces, CHVRCHES"
Ramones,"Joey Ramone, The Clash, Sex Pistols, Buzzcocks, Misfits"
Vanja V,"mgpjr, Vilde og Anna, Jørgen, Unik 4, Johanne Holmedahl"
Bedouine,"Tomberlin, Molly Burch, Julie Byrne, Aldous Harding, Helena Deland"
Bo Burnham,"Tom Cardy, Ninja Sex Party, Danny gonzalez, The Lonely Island, Starbomb"
"Josaleigh Pollett, Crowd Shy","Josaleigh Pollett, Crowd Shy, Aisling, Nicole Canaan, Josaleigh Pollett, Miranda Mallard, McKenna Alise & the Great Galvanic Divide, Good Morning Midnight"
Ambar Lucid,"Nina Cobham, Telenova, Carla Morrison, Noémie Wolfs, benee"
M.A.G.S.,"Trudy and the Romance, Hot Flash Heat Wave, Ultra Q, The Symposium, Peach Pit"
Djo,"Tame Impala, Dayglow, Mild High Club, Crumb, Foxygen"
Rattlesnake Milk,"Nick Shoulders, Vincent Neil Emerson, Charley Crockett, Brent Cobb, Emily Nenni"
Allyse Smith,"Michael R. Hicks, Beyond 5, Reese Oliveira, Rebecca Mohler, Linda Rowberry"
Charlie Hickey,"Christian Lee Hutson, Samia, Claud, Better Oblivion Community Center, Maya Hawke"
Fousheé,"Ravyn Lenae, Fana Hues, Orion Sun, 070 Shake, Solange"
Annie Lennox,"Eurythmics, Alison Moyet, Bette Midler, Lisa Stansfield, Texas"
Four Tet,"Floating Points, Burial & Four Tet, Jon Hopkins, Caribou, Rival Consoles"
Sampha,"James Blake, SBTRKT & Sampha, Anderson .Paak, Jordan Ward, DIJON"
Lou Hazel,"Eli Winter Trio, Chris Acker, Cactus Lee, Real Companion, Keven Louis Lareau"
Mckyyy,"noturgf, Adore, ISQ, fam0uz, ogryzek"
Enumclaw,"good looks, Spirit of the Beehive, Dummy, Amen Dunes, The Hard Quartet"
Pip Blom,"Personal Trainer, Bodega, Lime Garden, Coach Party, The Bug Club"
Mase,"Cam'ron, Fabolous, Ruff Ryders, Puff Daddy & The Family, Jadakiss"
Katy J Pearson,"CMAT, Dana Gavanski, Dolores Forever, BC Camplight, Self Esteem"
The 1975,"Inhaler, Bleachers, Catfish and The Bottlemen, The Band CAMINO, Declan Mckenna"
Mount Eerie,"The Microphones, Mount Eerie with Julie Doiron and Fred Squire, Sun Kil Moon, Thanksgiving, Little Wings"
Hildegard,"Helena Deland, Mustafa, Cecile Believe, Braids, The Weather Station"
The Lumineers,"The Head and the Heart, Vance Joy, Caamp, Gregory Alan Isakov, Mumford & Sons"
English Teacher,"Yard Act, Blue Bendy, goat girl, Sprints, Ugly (UK)"
Hozier,"Noah Kahan, Paris Paloma, Florence + the Machine, Lucy Dacus, The Lumineers"
George Lynch,"Lynch Mob, Dokken, Winger, Alcatrazz, John Norum"
SiR,
Victoria Canal,"Gia Ford, Rahim C Redcar, Nina Nesbitt, Rose Gray, Maddie Jay"
Chapter Thirty-five,
KT Tunstall,"A Fine Frenzy, Sara Bareilles, Amy Macdonald, Anna Nalick, Ingrid Michaelson"
Coldplay,"Keane, Imagine Dragons, Snow Patrol, OneRepublic, Travis"
Hailaker,"Novo Amor, Jolé, S. Carey, Foreign Fields, Gregory Alan Isakov"
Swiss Army Wife,"Kerosene Heights, Avec Plaisir, Aren't We Amphibians, Palette Knife, The Casper Fight Scene"
Sarah Kinsley,"Ha Vay, dora jar, Etta Marcus, The Army, The Navy, Wasia Project"
Black Belt Eagle Scout,"Palehound, Sleater-Kinney, Lala Lala, Bully, Vagabon"
Washed Out,"Small Black, Blackbird Blackbird, Neon Indian, Summer Heart, Toro y Moi"
Beartooth,"I Prevail, Wage War, We Came As Romans, Of Mice & Men, A Day to Remember"
hannah jadagu,
Frank Ocean,"Daniel Caesar, Tyler, the Creator, Brent Faiyaz, Sonder, Steve Lacy"
Dënver,"Javiera Mena, Alex Anwandter, Marineros, Francisco Victoria, Gepe"
Ian Ewing,"Ruck P, Yasper, Aso, Toonorth, less.people"
Host Family,"harvey lorimer, GHSTWRLD, Anaesthesia, Walrus Ghost, Farrro"
Faux Real,"Elias Rønnenfelt, Los Bitchos, Corridor, Jimmy Whoo, Porches"
Tim Hill,"Reverend Baron, Dick Stusso, Jesse Woods, Cotton Jones, Cut Worms"
Sasha Hutchings,"Kenita Miller, Aneesa Folds, Colman Domingo, James Remar, Utkarsh Ambudkar"
Mike,"DJ BlackPower, Navy Blue, Niontay, pink siifu, Mavi"
Nick Drake,"Elliott Smith, Molly Drake, John Martyn, Jackson C. Frank, Bert Jansch"
Proper Pet,"LaMee, NOPASSWORD, Jan Trafas, Obskuros, Linka Moja"
ScHoolboy Q,"Vince Staples, Isaiah Rashad, Ab-Soul, Jay Rock, Pusha T"
TxC & Tony Duardo,"Mellow & Sleazy & Tman Xpress, Tyler ICU & LeeMcKrazy, Thuto The Human, KMAT & DBN Gogo, Shakes & Les & LeeMcKrazy, Kelvin Momo & Babalwa M"
Andy Shauf,"Foxwarren, Buck Meek, Whitney, Christian Lee Hutson, Katy Kirby"
"Benny Andersson, Björn Ulvaeus, Stig Anderson, Jenny Galloway, Louise Plowright, Siobhan McCarthy","Benny Andersson, Björn Ulvaeus, Stig Anderson, Siobhan McCarthy, Nicolas Colicos, Paul Clarkson, Hilton McRae, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, Louise Plowright, Jenny Galloway, Neal Wright, Benny Andersson, Björn Ulvaeus, Stig Anderson, Lisa Stokke, Eliza Lumley, Melissa Gibson, Benny Andersson, Björn Ulvaeus, Stig Anderson, Lisa Stokke, Hilton McRae, Paul Clarkson, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, The Dynamos"
Monsoon,"Sheila Chandra, Natalie Merchant, Tracey Ullman, Toni Basil, Five Star"
Erick The Architect,"CJ FLY, AKTHESAVIOR, Flatbush ZOMBiES, Zombie Juice, Meechy Darko"
Andrew Judah,"Why We Run, Reuben Hollebon, Bella Mer, Window To The Abbey, St. Sleep"
Paul Westerberg,"Bash & Pop, The Replacements, Bob Mould, Matthew Sweet, Sugar"
Crystal Waters,"Ce Ce Peniston, Robin S, Black Box, Ultra Naté, Deee-Lite"
Pixies,"Frank Black, The Breeders, Sonic Youth, Dinosaur Jr., The Smashing Pumpkins"
Cousin Oven,
Plush,"The Warning, Elle King, New Years Day, Art of Dying, Hurt"
Liv Greene,"Paper Wings, Rainbow Girls, Two Runner, Palmyra, Abby Webster"
MF DOOM,"King Geedorah, Madvillain, Viktor Vaughn, DANGERDOOM, JJ DOOM"
Ned Roberts,"Plantman, The Monks Kitchen, FireFly, Steven James Adams, John Stammers"
Kawala,"Cassia, Ten Tonnes, corella, Sea Girls, Sons Of The East"
Lin-Manuel Miranda,"Leslie Odom Jr., Renée Elise Goldsberry, Phillipa Soo, Okieriete Onaodowan, Thayne Jasperson"
EPMD,"Boogie Down Productions, Def Squad, Big Daddy Kane, Eric B. & Rakim, Erick Sermon"
aunt robert,"spacedog spacecat, Cinéma Lumière, hazylazy, Parlor Parlor, Lory"
Katy Perry,"Dua Lipa, Lady Gaga, Miley Cyrus, Bebe Rexha, Ava Max"
Chapter Twenty-eight,
Marcus Rogers,"Antwoine Hill, Isaiah Robin, Kieran the Light, William Cata, J. Monty"
Tom Jones,"Engelbert Humperdinck, Cliff Richard, Elvis Presley, Neil Sedaka, Matt Monro"
Julian & Roman Wasserfuhr,"Jacob Karlzon 3, Lars Danielsson, Tigran Hamasyan, Magnus Öström & John Parricelli feat. Arve Henriksen, Lars Danielsson, Tigran Hamasyan, Magnus Öström & John Parricelli, Studnitzky, Ulf Wakenius, Vincent Peirani & Lars Danielsson"
Ganavya,"Thomas Strønen, Nubya Garcia, Jakob Bro, Rolf Kühn, Macha Gharibian"
Sarah and the Safe Word,"Dirt Poor Robins, Will Wood and the Tapeworms, Kabaret Sybarit, A Verbal Equinox, Will Wood"
PROJECT FIXATE,"ad harmony, Former Days, Incomingon, I Luca, Second Breakfast"
Nick Schofield,"Stefan Christoff, James Elkington & Nathan Salsburg, Channelers, rêves sonores, Zachary Utz"
Dan Wriggins,"Colin Miller, Hour, Acre Memos, String Machine, community college"
Charlie Sztyk,"Lonesome Rhodes, Dan Edmonds, Jack Symes, fortuno, BEDON"
forager,"Press to Meco, Big Sleep, Lure In, WitchEater, Shebad"
Joey Quinones,"The Altons, Thee Sinseers, Jason Joshua & The Beholders, Jason Joshua, Thee Lakesiders"
Suicide Country Hour,"Renovator's Delight, Adele & The Chandeliers, Shugorei, Karl S. Williams, Terra Pines"
Don Toliver,"Travi$ Scott, Gunna, Tory Lanez, Offset, Lil Tecca"
Richard Laviolette,"Richard Laviolette and the Oil Spills, Shotgun & Jaybird, Kite Hill, B.A. Johnston, The Barmitzvah Brothers"
Bert Ussher,"Lazarus Kane, Borough Council, DAMEFRISØR, Oslo Twins, Loose Articles"
John Prine,"Guy Clark, Townes Van Zandt, Blaze Foley, Justin Townes Earle, Kris Kristofferson"
Blondie,"Deborah Harry, The Go-Go's, The Pretenders, The B-52's, Missing Persons"
The Garrys,"Joe Ghatt, Los tones, dead coast, Spirit Ghost, The Surfing Magazines"
Further Seems Forever,"The Juliana Theory, Sense Field, The Early November, MAE, Northstar"
Kara Frazier,"Moorea Masa & the Mood, Neff and the Court, Carmy Love, Nick Crook, Isak Thomas and The Stoop Boys"
Oscar Scheller,"Litany, Shura, Cassia, Alfie Templeman, L Devine"
Caroline Polachek,"Chairlift, Ramona Lisa, Charli XCX, Weyes Blood, Cecile Believe"
God Help the Girl,"Belle and Sebastian, The Gentle Waves, Camera Obscura, Music Go Music, Allo Darlin'"
Silversun Pickups,"The Joy Formidable, Metric, Death Cab for Cutie, Cold War Kids, Minus the Bear"
Early James,"Jeremie Albino, Pokey LaFarge, Eddie 9V, Robert Finley, Bonnie Raitt"
Acre Memos,"deer scout, Mary Elizabeth Remington, Hiding Places, Magic Al, Little Mazarn"
Pharrell Williams,"N*E*R*D, Clipse, Kelis, Tyler, the Creator, OFWGKTA"
Cut Worms,"Michael Nau, Buck Meek, Woods, Kevin Morby, Sam Burton"
Matare,"Bathrobe, Wine Pride, Peli Gene, Visiun, Octobers Ashes"
Jesse Barrera,"Gabe Bondoc, Paul Partohap, grentperez, AJ Rafael, Over October"
Rosé,
Rival Schools,"Quicksand, Sparta, Hell Is For Heroes, Far, Jawbox"
Imogen Heap,"Frou Frou, FKA twigs, Kate Havnevik, Björk, Fiona Apple"
[Kyle Davis],"Aurbley, Brent Faiyaz, Felix!, Tommy Richman, The Alchemist, Boldy James, King Geedorah, 4 Winds, Lil' Sci, Stahhr, King Geedorah, trunks"
Hilltop Hoods,"Bliss n Eso, Drapht, Seth Sentry, Illy, Thundamentals"
Imagine Dragons,"OneRepublic, American Authors, Bastille, X Ambassadors, Coldplay"
Sunny War,"Allison Russell, Gillian Welch, Caroline Rose, Jess Williamson, Anna St. Louis"
Chapter Twenty-one,
Queen of Jeans,"kississippi, Snarls, Sinai Vessel, Miya Folick, Charly Bliss"
Greylan James,"Kelsey Hart, Kyle Clark, Noah Hicks, Karley Scott Collins, Sam Grow"
Red House Painters,"Sun Kil Moon, Mark Kozelek, Carissa's Wierd, Bedhead, Codeine"
Pedro the Lion,"David Bazan, Owen, Headphones, The Appleseed Cast, mewithoutYou"
Malcolm Middleton,"Withered Hand, Arab Strap, Idlewild, The Twilight Sad, King Creosote"
Sarah Blasko,"Missy Higgins, Little Birdy, Josh Pyke, The Whitlams, Ben Lee"
The Ballroom Thieves,"River Whyless, The Arcadian Wild, Caamp, Henry Jamison, The Milk Carton Kids"
Remi Wolf,"Rachel Chinouriri, MAGDALENA BAY, Maggie Rogers, benee, Katie Gavin"
Alter Real,"NoMBe & Sonny Alven, Leska, Vesle, NOVAA  Lo, Lucy & The Cloud Parade"
Mieke,"Maple Bee, Jan Smit, Paul de Leeuw, André Hazes, Rob De Nijs"
The Greeting Committee,"Flipturn, Briston Maroney, Hippo Campus, sjowgren, fanclubwallet"
"Benny Andersson, Björn Ulvaeus, Stig Anderson, Siobhan McCarthy, Nicolas Colicos, Paul Clarkson, Hilton McRae","Benny Andersson, Björn Ulvaeus, Stig Anderson, Jenny Galloway, Louise Plowright, Siobhan McCarthy, Benny Andersson, Björn Ulvaeus, Siobhan McCarthy, Louise Plowright, Jenny Galloway, Neal Wright, Benny Andersson, Björn Ulvaeus, Jenny Galloway, Louise Plowright, Siobhan McCarthy, Benny Andersson, Björn Ulvaeus, Lisa Stokke, Hilton McRae, Paul Clarkson, Nicolas Colicos, Benny Andersson, Björn Ulvaeus, Stig Anderson, Lisa Stokke, Eliza Lumley, Melissa Gibson"
The Spinto Band,"Born Ruffians, Clap Your Hands Say Yeah, The Polyphonic Spree, Say Hi, Tapes 'n Tapes"
Frank Sinatra,"Dean Martin, Frank Sinatra & Count Basie, Nat King Cole, Frank Sinatra & Tommy Dorsey, Sammy Davis, Jr."
BUG MOMENT,"Social Cig, Scam Likely, Garden Home, RIOTNINE, Endswell"
The Automatic,"The Family Rain, Pale Honey, Cari Cari, The Subways, Scanners"
Mos Def,"Black Star, The Roots, A Tribe Called Quest, Talib Kweli, Common"
Wormy,"Wilma Laverne Miner, Sara Keden, Ivers, buffchick, career woman"
Vitamin String Quartet,"Duomo, Midnite String Quartet, Archer Marsh, Vitula, Simply Three"
Ethan Tasch,"Bel, Medium Build, Del Water Gap, sjowgren, Hans Williams"
BRELAND,
Slime Girls,"Anamanaguchi, EX-LYD, Fearofdark, Shirobon, She"
Darksoft,"Soft Science, TTSSFU, NewDad, Whitelands, Flyying Colours"
Crack Cloud,"N0V3L, Cola, Shame, Squid, Folly Group"
Bat for Lashes,"Anna Calvi, Austra, Emilíana Torrini, Cat Power, Patrick Wolf"
Bal,"Survival, Zero T & Beta 2, Spinline, Mixmaster Doc, D-Bridge"
Jennette McCurdy,"Miranda Cosgrove, Lucy Hale, Maren Morris, Kelsea Ballerini, Kacey Musgraves"
Freak Slug,"Parks, Squares and Alleys, Lure Division, Brad stank, Beach Fossils, Blood Cultures"
Edy Ocean,"AMSpace, Sleepy Cow, David Struck, Pluvious, Thibaut Lozé"
Foo Fighters,"Taylor Hawkins & The Coattail Riders, Pearl Jam, Red Hot Chili Peppers, Nirvana, Audioslave"
Lunachicks,"7 Year Bitch, Babes in Toyland, Bratmobile, Red Aunts, Bikini Kill"
N.W.A.,"Eazy-E, Ice Cube, Dr. Dre, The D.O.C., MC Ren"
Dehd,"Cola, Hovvdy, Wishy, Chastity Belt, good looks"
Little Hurt,"Young Rising Sons, Friday Pilots Club, Kyd the Band, The Orphan The Poet, Wild Party"
Sevdaliza,"Eartheater, Kelela, FKA twigs, Banks, Kelsey Lu"
Sam Evian,
Courting,"Sports Team, Do Nothing, Shame, Yard Act, Folly Group"
Earl Sweatshirt,"Mike, Mavi, OFWGKTA, The Alchemist, Westside Gunn"
Petey,"Ying Yang Twins, Yung Joc, Ludacris, Lil Jon & The East Side Boyz, D4L"
Gozé,
Coconut Records,"Generationals, The Shins, Ra Ra Riot, Someone Still Loves You Boris Yeltsin, Rogue Wave"
SZA,"Summer Walker, Doechii, Doja Cat, Tyla, Ariana Grande"
Theo Lawrence,"Charley Crockett, Melissa Carper, 49 Winchester, John R. Miller, logan ledger"
Keane,"Tom Chaplin, Travis, Mt. Desolation, Coldplay, Snow Patrol"
Alice Phoebe Lou,"Kate Bollinger, Julia Jacklin, Molly Burch, Billie Marten, Lomelda"
The Crooked Rugs,"Josh Okeefe, Rambler Kane, Lightnin' Luke, Psychic Bloom, Fomies"
Andy Velo,"Clark Manson, Jordan Rager, Clayton Anderson, Brinley Addington, Levi Riggs"
Foals,"The Maccabees, Bombay Bicycle Club, White Lies, Editors, Everything Everything"
E L U C I D,"Armand Hammer, Billy Woods, Ka, Armand Hammer & The Alchemist, Akai Solo"
Heather Maloney,"Heather Maloney & Darlingside, Twisted Pine, Raye Zaragoza, Lula Wiles, Kate Rhudy"
Kole,"Koz, GraDoN, Will Hall, Ben Kama, B4SSTEE"
Willie Nelson,"Merle Haggard, Waylon Jennings, Waylon Jennings & Willie Nelson, Kris Kristofferson, Emmylou Harris"
Madison Cunningham,"Andrew Bird, Ethan Gruska, Adam Melchor, Allison Russell, Sarah Jarosz"
Shirley Bassey,"Gladys Knight, Matt Monro, Lulu, The John Barry Orchestra, Rita Coolidge"
JGRREY,
Pom Pom Squad,"Illuminati Hotties, Momma, Charly Bliss, Soccer Mommy, Indigo De Souza"
Cloakroom,"Greet Death, Nothing, Grivo, Hum, Gleemer"
Chill Phil,"AMSpace, ASMR Kosmos, Edy Ocean, Sleepy Cow, Unreaa"
Khruangbin,"Arc De Soleil, Glass Beams, Menahan Street Band, BALTHVS, Surprise Chef"
Eliza Mclamb,
meg elsier,"Pem, Cosmorat, NONBINARY GIRLFRIEND, Lilts, Hey Cowboy!"
keskeskester,"Jugglerz, Vigo Blax, ETR, Paul Gerlinger, Torky Tork"
4 Non Blondes,"Spin Doctors, Joan Osborne, The Wallflowers, Deep Blue Something, Crash Test Dummies"
shopan,"Ian Ewing, Ruck P, sadtoi, Aso, Toonorth"
Alec Benjamin,"Nico Collins, Sara Kays, Ryan Mack, Anson Seabra, VaultBoy"
Kelly Lee Owens,"Nicolas Jaar, Daniel Avery, Jenny Hval, Mabe fratti, Jon Hopkins"
Evil Needle,"DRWN., Brenk Sinatra, Yasper, Ian Ewing, cocabona"
Madi Diaz,"Hurray For The Riff Raff, Jess Williamson, The Secret Sisters, Torres, Waxahatchee"
End Credits,"Opening Credits, Chapter 5, Chapter 16, Chapter 21, Chapter 24"
Bryan Cooper,"Patrick Laurin, Map of Autumn, Patrik Ahlm, broselle + naysh, About Gorillas and Vampires"
Serena Ryder,"Jann Arden, Chantal Kreviazuk, Down with Webster, Great Big Sea, Wintersleep"
Charlotte Day Wilson,"Snoh Aalegra, Jordan Rakei, Cleo Sol, Fana Hues, Sinéad Harnett"
The Kinks,"Dave Davies, The Who, Small Faces, The Zombies, The Byrds"
Elijah Stoll,"Goldenstar, Andre Morissette, Oscar Lindsey, quietknot, hi again"
Nick Mulvey,"Ben Howard, Roo Panes, Sons Of The East, Charlie Cunningham, Blanco White"
The Everywheres,"The Frowning Clouds, The Spyrals, Levitation Room, Mystic Braves, Froth"
The Night Parrots,"Alex Gerdt, Adam Remnant, Archie Topp, Nature Kids, Tracy McNeil & The Goodlife"
Chapter Forty-one,
illuminati hotties,
SlimDan,
Field Medic,"Runnner, Radiator Hospital, Lomelda, Florist, Odie Leigh"
Tinashe,"Normani, Chlöe, Victoria Monét, Kelela, Tyla"
Arthur Verocai,"Ana Mazzotti, Ed Lincoln, Lô Borges, Tamba 4, Evinha"
Gel,"Scowl, Jivebomb, Buggin, Spy, End It"
Double Vision,"T-Spoon, Cappella, 2 Brothers on the 4th Floor, 2 Unlimited, Milk Inc."
Jay Madera,
Chapter Twenty-four,
Margo Price,"Amanda Shires, Jaime Wyatt, Margo Cilker, Kelsey Waldon, Jason Isbell and The 400 Unit"
King Gizzard & The Lizard Wizard,"The Murlocs, bootleg gizzard, Pipe-Eye, Psychedelic Porn Crumpets, Thee Oh Sees"
The Pains of Being Pure at Heart,"The Radio Dept., Yuck, A Sunny Day In Glasgow, Wild Nothing, Black Tambourine"
Max Niemann,"Diet Lite, Maximiano, Social Cig, Scam Likely, Fellow Kinsman"
Jessica Pratt,"Cassandra Jenkins, Laura Marling, Waxahatchee, Aldous Harding, Linda Perhacs"
DJ Jazzy Jeff & The Fresh Prince,"Heavy D & The Boyz, Will Smith, LL Cool J, Whodini, Boogie Down Productions"
Common,"The Roots, Black Star, Slum Village, Talib Kweli, Mos Def"
Callahan & Witscher,"Google Earth, ---__--___, Milan W., Hour, Gobby"
CBMC,"i tried to run away when i was 6 (but got too scared to cross the street), Chloe Frances, mathew lee cothran, wished bone, Sadurn"
Lester Young,"Coleman Hawkins, Ben Webster, Johnny Hodges, Zoot Sims, Gerry Mulligan"
Trampled by Turtles,"Old Crow Medicine Show, The SteelDrivers, Greensky Bluegrass, The Devil Makes Three, Billy Strings"
Kilo Kish,"Abra, Kelela, Tei Shi, Dizzy Fae, Rochelle Jordan"
TV on the Radio,"Spoon, Wolf Parade, The Walkmen, Menomena, Tapes 'n Tapes"
Forrest Frank,"Hulvey, Josiah Queen, Gio., nobigdyl., SurFaces"
Dan Croll,"The Chain Gang of 1974, Electric Guest, Passion Pit, Two Door Cinema Club, Favored Nations"
Hot Garbage,"Wine Lips, Ty Segall Band, New Candys, Teen Mortgage, Hooveriii"
Bikini Kill,"Bratmobile, The Julie Ruin, Babes in Toyland, Le Tigre, Heavens to Betsy"
The Sundays,"Mazzy Star, Cocteau Twins, Hope Sandoval & The Warm Inventions, Mojave 3, Pale Saints"
Suzie True,"Riverby, cheerbleederz, Cowboy Boy, pictoria vark, ok cool"
Ben Howard,"Nick Mulvey, Benjamin Francis Leftwich, A Blaze of Feather, Matt Corby, James Vincent McMorrow"
Chezile,"Them & I, d4vd, juju<3, Gigi Perez, The Marías"
Porridge Radio,"English Teacher, goat girl, The Murder Capital, Honeyglaze, Sorry"
Elton John,"Billy Joel, Rod Stewart, Paul McCartney, Queen, John Lennon"
Bright Eyes,"Conor Oberst, Conor Oberst and the Mystic Valley Band, Desaparecidos, Neva Dinova, The Good Life"
Corinne Bailey Rae,"Joss Stone, India.Arie, Lianne La Havas, Jamila Woods, Amy Winehouse"
Ghostie Hon,"Oscar Lindsey, oxis, Lipphead, Truman Sinclair, Grand Buffalo"
Sadurn,"Tomberlin, Ada Lea, Lomelda, Katy Kirby, Bartees Strange"
"Jordana, TV Girl","TV Girl, Bloodbath64, TV Girl, TV Girl, Monster Rally, Bloodbath64, TV Girl, George Clanton"
Runnner,"Field Medic, Lomelda, Katy Kirby, Christian Lee Hutson, sjowgren"
Moonglow,"Triplexity, Phuse, Destruments, Custo, Colonel Red"
Donovan Woods,"Craig Cardiff, Joshua Hyslop, Noah Gundersen, Wild Rivers, Beta Radio"
Julia Hülsmann Quartet,"Julia Hülsmann Trio, Mats Eilertsen, Maciej Obara Quartet, Jacob Young, Anat Fort Trio"
Angèle,"Clara Luciani, Claire Laffut, POMME, Louane, Pierre de Maere"
Lily Talmers,"Birchwood Ave, Natalie Jane HIll, Erin Durant, Elizabeth Moen, Daughter of Swords"
Cusp,"Packs, Rosie Tucker, Loma, Beach Fossils, Kiwi jr."
Clap Your Hands Say Yeah,"Wolf Parade, Tapes 'n Tapes, The Walkmen, The Shins, Islands"
P!nk,"Kelly Clarkson, Avril Lavigne, Jessie J, Anastacia, Christina Aguilera"
MISSIO,"8 Graves, Adam Jensen, The People's Thieves, Bohnes, Foreign Air"
Los Bunkers,"Los Tres, Glup!, Los Prisioneros, Pettinellis, Chico Trujillo"
Dylan Sherry,"Henry Mansfield, Xander Corbett, Darren Holmes, CBGM Jay, Ko Omura"
Poor Ridley,Graham Hunt
Camera Obscura,"Belle and Sebastian, Allo Darlin', God Help the Girl, The Softies, Acid House Kings"
Katie Lynne Sharbaugh,"Sydney Ross Mitchell, Melina KB, Miki Fiki, Maddy Hicks, Cody Fry"
Fresh,"Wilkinson, Sub Focus, Chase & Status, Sigma, High Contrast"
Vance Joy,"The Lumineers, Mumford & Sons, George Ezra, The Head and the Heart, Hollow Coves"
Shift,"Far, Snapcase, Rival Schools, Con-Dom, Jawbox"
Peach Pit,"The Backseat Lovers, Flipturn, Hippo Campus, arlie, Summer Salt"
Redveil,"Saba, Mavi, Joey Bada$$, Kenny Mason, Smino"
Adele,"Sam Smith, Daniel Merriweather, Beyoncé, Whitney Houston, Amy Winehouse"
Chapter Twenty-seven,
Molly Annelle,"cheeya, Cam Blake, Bookclub, Olivia Willhite, Jessi Blue"
Cat Power,"Sharon Van Etten, PJ Harvey, Aldous Harding, Scout Niblett, Feist"
