Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin
The Middle of Me,"I Love You, and I Think I Like You Too",David Wimbish & The Collection,2020-02-14,220710,8,christian folk,Nettwerk Music Group,0.544,0.315,10.0,-9.008,1.0,0.0316,0.895,0.0,0.109,0.398,130.964,100.0,df_liked
To Dust,Ars Moriendi,David Wimbish & The Collection,2014-07-15,309432,7,christian folk,Nettwerk Music Group,0.278,0.483,10.0,-9.141,1.0,0.0345,0.575,0.00179,0.1,0.24,111.859,100.0,df_liked
Sing of the Moon,Listen to the River,David Wimbish & The Collection,2017-03-24,246366,37,christian folk,Nettwerk Music Group,0.319,0.325,7.0,-8.753,0.0,0.0343,0.7,0.00528,0.115,0.0996,82.253,100.0,df_liked
Jack (with EARTHGANG feat. Buddy & Ant Clemons),Creed III: The Soundtrack,"Dreamville,EARTHGANG,Buddy,Ant Clemons",2023-03-03,233899,24,"female vocalist, rap, hip-hop, hip hop, jazz rap, conscious hip hop, trap, pop rap, dreamville, american",Dreamville/Interscope Records,0.855,0.79,0.0,-5.515,1.0,0.161,0.0703,0.0,0.158,0.576,149.956,100.0,df_liked
"Culture (with Mez, REASON, Symba & 8AE)",Creed III: The Soundtrack,"Dreamville,Mez,REASON,Symba,8AE",2023-03-03,230790,25,"female vocalist, rap, hip-hop, hip hop, jazz rap, conscious hip hop, trap, pop rap, dreamville, american",Dreamville/Interscope Records,0.577,0.772,10.0,-7.485,0.0,0.374,0.329,0.0,0.114,0.362,86.379,100.0,df_liked
Anthem (with Big Sean & EST Gee) - Soundtrack Version,Creed III: The Soundtrack,"Dreamville,Big Sean,EST Gee",2023-03-03,125885,45,"female vocalist, rap, hip-hop, hip hop, jazz rap, conscious hip hop, trap, pop rap, dreamville, american",Dreamville/Interscope Records,0.617,0.742,1.0,-7.188,1.0,0.266,0.139,0.0,0.233,0.487,94.113,100.0,df_liked
Roles Reversed,Amelia,Mimi Webb,2023-03-02,225446,39,"female vocalist, female vocalist, pop, british, electropop, dance, electronic, uk, usa, piano",Epic,0.528,0.43,5.0,-6.1,1.0,0.0322,0.334,4.09e-06,0.138,0.304,106.436,100.0,df_liked
Country Mile,The Vivian Line,Ron Sexsmith,2023-02-17,167167,7,"female vocalist, singer-songwriter, canadian, folk, indie, alternative, rock, pop, mellow, male vocalists",Cooking Vinyl Limited,0.576,0.603,2.0,-6.646,0.0,0.0283,0.147,7.2e-06,0.165,0.554,117.837,100.0,df_liked
Puddle,Steel Country,Swim Camp,2023-02-24,180124,0,"indie pop, indie rock, usa, lo-fi",Julia's War Recordings,0.446,0.679,4.0,-7.146,1.0,0.0288,0.0163,0.907,0.65,0.23,75.021,100.0,df_liked
Hand In My Pocket,Pizza Tickets,Taylor Ashton,2023-03-24,161240,0,"singer-songwriter, indie, folk, canadian, indie folk, folk pop",Signature Sounds Recordings,0.678,0.435,9.0,-9.578,1.0,0.0484,0.842,0.00156,0.0978,0.5,117.564,100.0,df_liked
What to Do,What to Do,Niamh Regan,2018-09-25,253910,24,"singer-songwriter, irish, folk",Niamh Regan,0.0,0.164,5.0,-12.937,1.0,0.0,0.953,6.52e-05,0.226,0.0,0.0,100.0,df_liked
Pushing Up Daisies,Sitting Pretty,The Academic,2023-02-10,202546,23,"rock, indie rock, alternative, irish, ireland, indie, alternative rock, pop rock, male vocalists, 10s",Capitol Records UK / EMI,0.567,0.866,8.0,-5.503,1.0,0.034,0.016,0.0523,0.302,0.371,132.982,100.0,df_liked
This Is Your Life,Sitting Pretty,The Academic,2023-02-10,204440,20,"rock, indie rock, alternative, irish, ireland, indie, alternative rock, pop rock, male vocalists, 10s",Capitol Records UK / EMI,0.608,0.817,9.0,-4.778,1.0,0.0388,0.0136,0.0,0.338,0.866,125.012,100.0,df_liked
This Is Why,This Is Why,Paramore,2023-02-10,206700,60,"female vocalist, female vocalist, rock, pop punk, alternative, emo, alternative rock, punk, pop rock, paramore",Atlantic Records,0.731,0.807,2.0,-5.185,1.0,0.0427,0.00475,0.00328,0.127,0.625,123.052,100.0,df_liked
How Could You Be Gone,Boomerang Town,Jaimee Harris,2023-02-17,377382,5,"female vocalist, country, folk, usa, americana, singer-songwriters, 10s",Folk N’ Roll Records,0.344,0.219,5.0,-9.874,1.0,0.0367,0.647,0.0,0.116,0.297,126.708,100.0,df_liked
Star Game,Mind Palace Music,@,2023-02-17,122482,0,"female vocalist, mysterious, mistagged artist, unknown, rock, soundtrack, alternative, electronic, emo, jazz",Carpark Records,0.409,0.129,6.0,-16.7,1.0,0.0494,0.933,0.144,0.135,0.245,69.891,100.0,df_liked
First Journal,Mind Palace Music,@,2023-02-17,84799,0,"female vocalist, mysterious, mistagged artist, unknown, rock, soundtrack, alternative, electronic, emo, jazz",Carpark Records,0.389,0.327,4.0,-13.611,1.0,0.0295,0.833,0.273,0.131,0.563,66.793,100.0,df_liked
St. John's Eve,Until The Rivers Run Dry,John Blek,2023-02-17,263186,0,"folk, singer-songwriter, irish",K&F Records,0.563,0.433,5.0,-11.949,1.0,0.0261,0.259,0.042,0.135,0.349,117.008,100.0,df_liked
Restless Sea,Until The Rivers Run Dry,John Blek,2023-02-17,189733,1,"folk, singer-songwriter, irish",K&F Records,0.559,0.49,5.0,-13.239,1.0,0.0294,0.437,0.0801,0.116,0.486,79.025,100.0,df_liked
I Feel It,Down Rounder,Cat Clyde,2023-02-17,296840,9,"female vocalist, blues, singer-songwriter, bluegrass, indie, folk, canada, canadian, folk rock, blues rock",Cat Clyde,0.422,0.205,9.0,-13.049,0.0,0.0321,0.954,0.000173,0.0909,0.195,80.313,100.0,df_liked
Irreversible Damage,Shook,"Algiers,Zack De La Rocha",2023-02-24,282813,17,"post-punk, noise rock, soul, gospel, indie, post-industrial, rock, american, experimental, industrial",Matador,0.53,0.898,5.0,-5.361,0.0,0.22,0.00206,0.000128,0.878,0.437,152.119,100.0,df_liked
There's Always Room - Alternate Version,There’s Always Room (Alternate Version),Caroline Spence,2023-02-17,167254,2,"female vocalist, americana, country, folk, alt-country, singer-songwriter, pop, usa, alternative country, great discovery",Rounder,0.398,0.0959,2.0,-13.999,1.0,0.0452,0.958,0.0,0.102,0.445,173.521,100.0,df_liked
Lone Child (feat. Valerie June),Terror,"Tianna Esperanza,Valerie June",2023-02-17,114626,0,"female vocalist, jazz, soul, jazz vocal, pop, usa, fusion, spoken word, rnb, 4-25",BMG Rights Management (US) LLC,0.701,0.837,8.0,-5.904,0.0,0.0475,0.574,0.00304,0.326,0.946,122.065,100.0,df_liked
Red Wine Promises,Nowhere And Everywhere,"Unthank : Smith,Paul Smith,The Unthanks",2023-02-17,144320,1,"folk, indie folk, british, uk, british folk, psychedelic folk, duet, duo, traditional, united kingdom",Billingham Records,0.537,0.106,7.0,-16.375,1.0,0.2,0.926,0.0,0.367,0.301,88.854,100.0,df_liked
Want To Know,Practice,Free Range,2023-02-17,260760,0,"techno, experimental, ebm, folk, electro, house, american, acid, indie folk, folk pop",Mick Music,0.653,0.296,9.0,-17.402,1.0,0.0287,0.779,0.0904,0.122,0.522,115.987,100.0,df_liked
For Me To Find,Practice,Free Range,2023-02-17,144293,0,"techno, experimental, ebm, folk, electro, house, american, acid, indie folk, folk pop",Mick Music,0.723,0.195,5.0,-18.866,1.0,0.0347,0.923,0.000649,0.118,0.599,120.032,100.0,df_liked
Running Out,Practice,Free Range,2023-02-17,175013,0,"techno, experimental, ebm, folk, electro, house, american, acid, indie folk, folk pop",Mick Music,0.508,0.203,8.0,-16.555,1.0,0.0359,0.887,0.00072,0.106,0.356,126.897,100.0,df_liked
High Alert,Newfound Oxygen,Steady Holiday,2023-02-17,192573,5,"female vocalist, dream pop, indie pop, electronic, pop, alternative, indie, usa, synth pop, american",Steady Holiday,0.498,0.37,9.0,-8.652,1.0,0.0543,0.509,0.004,0.35,0.406,135.117,100.0,df_liked
Lain (phone clone),Follow the Cyborg,Miss Grit,2023-02-24,241003,10,"female vocalist, art pop, indie rock, rock, usa, indie, alternative, alternative rock, indie pop, mute",Mute,0.619,0.468,7.0,-8.649,1.0,0.0254,0.185,0.00106,0.116,0.509,148.953,100.0,df_liked
Last Train To London,Amelia,Mimi Webb,2023-03-02,227924,40,"female vocalist, female vocalist, pop, british, electropop, dance, electronic, uk, usa, piano",Epic,0.554,0.326,9.0,-7.085,1.0,0.0299,0.697,0.0,0.0876,0.278,71.267,100.0,df_liked
See You Soon,Amelia,Mimi Webb,2023-03-02,158601,23,"female vocalist, female vocalist, pop, british, electropop, dance, electronic, uk, usa, piano",Epic,0.655,0.66,6.0,-3.876,0.0,0.0253,0.0117,0.000252,0.116,0.616,91.98,100.0,df_liked
Video Game,Sugar,Sufjan Stevens,2020-09-16,255721,0,"indie, folk, singer-songwriter, alternative, indie rock, indie pop, indie folk, rock, acoustic, american",Asthmatic Kitty,0.674,0.796,9.0,-8.139,0.0,0.0526,0.648,0.0101,0.111,0.155,129.986,100.0,df_liked
Rain Song,Sunset Sea Breeze,Whitney's Playland,2023-03-17,251933,0,"indie pop, shoegaze, dream pop",Meritorio Records,0.504,0.832,5.0,-7.945,1.0,0.0332,0.105,0.0372,0.0639,0.663,115.004,100.0,df_liked
Ride On,Rides On,The Nude Party,2023-03-10,284597,0,"garage rock, rock, folk, usa, folk rock, psychedelic rock, indie rock, awesome, indie folk, country rock",New West Records,0.59,0.836,9.0,-4.968,1.0,0.0522,0.0692,0.0916,0.0858,0.54,137.422,100.0,df_liked
Calling Me Out,Calamity,Plain Speak,2023-03-10,223853,1,"indie, rock, alternative, alternative rock, indie rock, male vocalists",Clerestory AV,0.328,0.674,6.0,-5.473,0.0,0.0421,0.0335,2.6e-05,0.201,0.189,120.017,100.0,df_liked
Better,Calamity,Plain Speak,2023-03-10,260825,1,"indie, rock, alternative, alternative rock, indie rock, male vocalists",Clerestory AV,0.542,0.663,11.0,-5.367,0.0,0.0316,0.0028,0.306,0.0878,0.299,96.972,100.0,df_liked
Clean Air,Fun House + Blueprints,Hand Habits,2022-11-29,188012,1,"folk, indie, indie folk, singer-songwriter, usa, 3, dream pop, american, folk rock, queer",Saddle Creek,0.593,0.575,11.0,-10.098,1.0,0.0296,0.355,0.00887,0.447,0.578,135.98,100.0,df_liked
Out of My Mind,A Fistful of Peaches,Black Honey,2023-03-17,216284,16,"female vocalist, indie rock, rock, alternative rock, indie, indie pop, psychedelic, alternative, uk, british",Foxfive Records,0.383,0.863,0.0,-6.491,1.0,0.0674,0.00391,0.00929,0.149,0.348,148.106,100.0,df_liked
Disappointment,Disappointment,Blondshell,2023-03-07,228840,0,"female vocalist, female vocalist, indie rock, dream pop, indie, indie pop, grunge, usa, alternative rock, folk",PTKF,0.382,0.588,7.0,-6.601,1.0,0.0284,0.000139,0.00279,0.0917,0.16,173.84,100.0,df_liked
Kid Gloves,Life in Miniature (Extended Edition),Low Island,2023-03-10,236938,0,"indie pop, electronic, british, pop, uk, synth pop, indietronica, vocal, bass, england",Emotional Interference,0.67,0.787,10.0,-7.257,1.0,0.0409,0.214,0.000665,0.27,0.743,117.075,100.0,df_liked
What's on Your Mind,In the Store,"The Lost Days,Tony Molina",2023-03-17,80813,9,"indie rock, folk, usa, lo-fi, folk rock, indie folk",Speakeasy Studios SF,0.673,0.676,0.0,-6.816,1.0,0.0388,0.323,0.771,0.155,0.699,121.589,100.0,df_liked
Sea Lions,Honey,Samia,2023-01-27,319480,27,"female vocalist, indie pop, singer-songwriter, lo-fi, indie, indie rock, new york, usa, american, 2020s",Grand Jury Music,0.627,0.514,7.0,-10.417,1.0,0.0996,0.546,0.00835,0.221,0.0725,108.997,100.0,df_liked
Sax Fifth Avenue,Masego,Masego,2023-03-03,193969,46,"rnb, jazz, soul, electronic, house, trap house jazz, nu jazz, jazz fusion, american, male vocalists",EQT Recordings/Capitol Records,0.569,0.519,5.0,-7.539,0.0,0.102,0.226,0.0,0.13,0.377,74.942,100.0,df_liked
Weirdos,A Fistful of Peaches,Black Honey,2023-03-17,217120,14,"female vocalist, indie rock, rock, alternative rock, indie, indie pop, psychedelic, alternative, uk, british",Foxfive Records,0.599,0.856,10.0,-5.481,0.0,0.0582,0.0466,2.61e-06,0.142,0.548,124.012,100.0,df_liked
Hobbies,Rest Lurks,Lichen Slow,2023-03-10,296185,0,"indie rock, rock, alternative rock, england, scotland",Rock Action Records,0.652,0.51,11.0,-12.572,0.0,0.0357,0.377,0.775,0.0999,0.341,103.031,100.0,df_liked
Miami,The Art of Forgetting,Caroline Rose,2023-03-24,284960,0,"female vocalist, indie, folk, singer-songwriter, indie pop, usa, indie folk, american, alt-country, pop",New West Records,0.613,0.479,7.0,-9.657,1.0,0.0279,0.0453,0.0223,0.102,0.507,100.039,100.0,df_liked
The Grants,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,295201,57,"female vocalist, female vocalist, indie, indie pop, pop, alternative, dream pop, american, singer-songwriter, trip-hop",Polydor Records,0.366,0.156,7.0,-12.394,1.0,0.0352,0.874,0.00038,0.371,0.131,121.457,100.0,df_liked
Remember When - Tape Redux,Field Guide (Tape Redux),Field Guide,2023-03-23,224576,2,"folk, indie rock, usa, folk rock, indie folk, folk pop",Birthday Cake,0.541,0.107,4.0,-16.991,1.0,0.0367,0.929,7.1e-05,0.109,0.212,78.3,100.0,df_liked
Ferrari,Moving Out,Phoneboy,2023-03-24,162133,38,"indie, indie pop, indie rock, usa, good, new jersey",Phoneboy Music,0.51,0.825,2.0,-4.779,1.0,0.0407,0.00221,0.0,0.0946,0.623,158.177,100.0,df_liked
Wasting Time,Moving Out,Phoneboy,2023-03-24,196733,32,"indie, indie pop, indie rock, usa, good, new jersey",Phoneboy Music,0.518,0.906,7.0,-4.274,1.0,0.0313,0.00627,3.76e-05,0.11,0.743,94.987,100.0,df_liked
Patience,FEVER / SKY,Wilder Woods,2023-03-24,238413,0,"jazz, soul, blues, southern rock, folk, rock, usa, blues rock, united states, south carolina",Dualtone Music Group,0.274,0.819,11.0,-5.729,0.0,0.064,0.127,0.000173,0.296,0.363,109.046,100.0,df_liked
Dove,Racing The Storm,"Emilíana Torrini,The Colorist Orchestra",2023-03-17,243299,15,"female vocalist, female vocalist, icelandic, trip-hop, singer-songwriter, chillout, indie, pop, folk, alternative",Bella Union,0.668,0.417,0.0,-11.469,1.0,0.0323,0.926,0.671,0.174,0.368,98.023,100.0,df_liked
"Radar, Far, Gone",Fantasy,M83,2023-03-17,245276,21,"electronic, shoegaze, post-rock, indie, electronica, ambient, french, dream pop, experimental, indie rock",Mute,0.34,0.185,7.0,-13.755,1.0,0.0358,0.916,0.105,0.106,0.105,123.826,100.0,df_liked
Earth To Sea,Fantasy,M83,2023-03-17,400037,29,"electronic, shoegaze, post-rock, indie, electronica, ambient, french, dream pop, experimental, indie rock",Mute,0.541,0.835,5.0,-7.307,1.0,0.0311,0.0181,0.644,0.106,0.182,133.993,100.0,df_liked
Afraid of Water,Masego,Masego,2023-03-03,168000,40,"rnb, jazz, soul, electronic, house, trap house jazz, nu jazz, jazz fusion, american, male vocalists",EQT Recordings/Capitol Records,0.836,0.538,9.0,-6.433,0.0,0.114,0.214,0.000121,0.101,0.407,120.016,100.0,df_liked
You Never Visit Me,Masego,Masego,2023-03-03,254708,39,"rnb, jazz, soul, electronic, house, trap house jazz, nu jazz, jazz fusion, american, male vocalists",EQT Recordings/Capitol Records,0.709,0.54,0.0,-6.18,1.0,0.374,0.635,4.3e-06,0.547,0.682,80.237,100.0,df_liked
You Are Loved Eternally,Spectra,Jenny O.,2023-02-24,231977,5,"female vocalist, female vocalist, indie, acoustic, singer-songwriter, indie pop, kgrl, alternative, new york, los angeles",Mama Bird Recording Co.,0.509,0.755,7.0,-8.377,1.0,0.0309,0.0425,0.292,0.173,0.798,126.736,100.0,df_liked
Anyway,Time Out,The Accidentals,2023-03-03,219660,7,"female vocalist, folk, usa, indie, pop, classical, rock, alternative, indie pop, unsigned",The Accidentals,0.396,0.139,7.0,-13.895,1.0,0.0366,0.848,0.000309,0.114,0.263,79.062,100.0,df_liked
Quiet Covers Up A Lot,Leon in the Wild,Leon in the Wild,2023-03-03,230613,0,bedroom pop,Wildlings Music,0.458,0.844,6.0,-5.326,1.0,0.031,0.000351,0.584,0.24,0.438,102.008,100.0,df_liked
Did It To Myself,Sublimation,Shalom,2023-03-10,188264,2,"czech, hard rock, synthpop, pop, reggae, synth pop, indie, alternative, 90s, spanish hard rock",Saddle Creek,0.618,0.758,1.0,-5.697,1.0,0.0408,0.00459,3.76e-05,0.0667,0.607,101.566,100.0,df_liked
Iko Iko - Mono / Remastered 2022,Chapel of Love (Sun Records 70th / Mono / Remastered 2022),The Dixie Cups,2022-05-20,125733,16,"female vocalist, female vocalist, 60s, soul, pop, oldies, girl groups, new orleans, american, girl group",Sun Records,0.892,0.704,0.0,-8.244,1.0,0.22,0.343,0.0115,0.113,0.92,102.494,100.0,df_liked
So In The Moment,Late Developers,Belle and Sebastian,2023-01-13,203106,19,"female vocalist, indie, indie pop, alternative, indie rock, twee, scottish, pop, rock, folk",Matador,0.419,0.876,7.0,-3.851,1.0,0.062,0.0227,9.01e-06,0.0794,0.813,145.809,100.0,df_liked
"Both Sides, Now (Arr. for Violin and Piano)",Música Clásica,"Joni Mitchell,Paula Ķiete,Chris Snelling",2019-06-09,260748,5,"female vocalist, female vocalist, folk, singer-songwriter, canadian, acoustic, jazz, classic rock, folk rock, rock",Classical Acoustica,0.115,0.198,7.0,-13.43,1.0,0.0451,0.956,0.57,0.189,0.257,172.536,100.0,df_liked
Rare Receipts,Blackletter Garland,"Hack-Poets Guild,Marry Waterson,Lisa Knapp,Nathaniel Mann",2023-03-10,342853,0,"female vocalist, folk, vocal, rock, british, violin, folk rock, male vocalists, european",One Little Independent,0.222,0.229,5.0,-10.733,1.0,0.0366,0.737,0.0,0.092,0.326,57.923,100.0,df_liked
Lighter,Sublimation,Shalom,2023-03-10,229824,3,"czech, hard rock, synthpop, pop, reggae, synth pop, indie, alternative, 90s, spanish hard rock",Saddle Creek,0.378,0.872,4.0,-3.736,1.0,0.0663,4.35e-05,1.39e-05,0.763,0.672,121.842,100.0,df_liked
End In Sight,Sublimation,Shalom,2023-03-10,145117,0,"czech, hard rock, synthpop, pop, reggae, synth pop, indie, alternative, 90s, spanish hard rock",Saddle Creek,0.262,0.28,7.0,-8.093,1.0,0.0295,0.218,0.014,0.123,0.0399,80.265,100.0,df_liked
Ten Tongues,Blackletter Garland,"Hack-Poets Guild,Marry Waterson,Lisa Knapp,Nathaniel Mann",2023-03-10,196386,0,"female vocalist, folk, vocal, rock, british, violin, folk rock, male vocalists, european",One Little Independent,0.394,0.298,10.0,-11.306,0.0,0.0468,0.152,5.34e-06,0.0939,0.172,119.49,100.0,df_liked
Hemp & Flax,Blackletter Garland,"Hack-Poets Guild,Marry Waterson,Lisa Knapp,Nathaniel Mann",2023-03-10,156546,0,"female vocalist, folk, vocal, rock, british, violin, folk rock, male vocalists, european",One Little Independent,0.822,0.55,4.0,-10.119,0.0,0.104,0.594,0.0,0.118,0.602,99.041,100.0,df_liked
Train Station,Sublimation,Shalom,2023-03-10,189958,0,"czech, hard rock, synthpop, pop, reggae, synth pop, indie, alternative, 90s, spanish hard rock",Saddle Creek,0.545,0.733,8.0,-6.706,1.0,0.0284,0.357,0.0336,0.105,0.401,106.008,100.0,df_liked
Say It (To My Face),Past // Present // Future,Meet Me @ The Altar,2023-03-03,159308,34,"female vocalist, pop punk, easycore, punk, punk rock, american, queercore, fueled by ramen, pop, rock",Fueled By Ramen,0.509,0.905,7.0,-4.902,1.0,0.0708,0.00152,0.000613,0.654,0.656,165.068,100.0,df_liked
DREAMER,JUNGLE,The Blaze,2023-03-10,339453,47,"house, electronic, deep house, french, electronica, progressive house, france, dance, electro house, french house",Animal63,0.67,0.518,9.0,-10.82,0.0,0.106,0.507,0.027,0.0971,0.239,122.953,100.0,df_liked
Thug Tear,F65,"IDK,Fat Trel",2023-05-05,177771,27,"rap, hip-hop, trap, rnb, hip hop, hardcore hip hop, hardcore, boom bap, rock, country",Clue/Warner Records,0.674,0.621,11.0,-8.501,0.0,0.0941,0.0828,0.0,0.275,0.31,75.561,100.0,df_liked
WON'T HE DO IT,WON'T HE DO IT,"Conway the Machine,7xvethegenius",2023-05-05,330623,20,"rap, hip hop, hip-hop, gangsta rap, new york, trap, boom bap, buffalo, east coast hip hop, hardcore hip hop",Drumwork Music Group LLC / EMPIRE,0.584,0.482,2.0,-8.488,1.0,0.456,0.492,0.0,0.103,0.434,89.661,100.0,df_liked
Grass Is Blue,Grass Is Blue,Gordi,2021-11-17,258855,13,"female vocalist, indie pop, heavy metal, indie, pop, australian, australia, hard rock, singer-songwriter, serbian",Jagjaguwar,0.302,0.208,9.0,-10.295,1.0,0.0372,0.958,0.000838,0.145,0.142,84.129,100.0,df_liked
The Masked Singer,Chopper,Kiwi jr.,2022-08-12,362186,4,"indie rock, indie pop, power pop, garage rock, indie, canada, jangle pop, canadian, lo-fi, garage",Sub Pop Records,0.468,0.744,2.0,-6.883,1.0,0.0275,0.0505,0.0574,0.0756,0.43,111.084,100.0,df_liked
Light In Your Window,Light In Your Window,Esmé Patterson,2019-11-08,172746,0,"female vocalist, folk, country, folk rock, indie, indie folk, denver, jazz, pop, usa",BMG Rights Management (US) LLC,0.658,0.598,7.0,-5.32,1.0,0.027,0.667,8.65e-05,0.372,0.471,126.911,100.0,df_liked
Further,Pool Kids,Pool Kids,2022-07-22,201860,21,"female vocalist, emo, math rock, indie rock, pop punk, indie, midwest emo, bubblegrunge, rock, power pop",Skeletal Lightning,0.578,0.725,9.0,-7.822,0.0,0.0345,0.205,0.000258,0.0908,0.0768,121.985,100.0,df_liked
